Date(UTC),UnixTimeStamp,Value,Scaled Value,Transaction Count,Transaction Date,
1/31/2018,1517356800,1111.31,1083138,877284,2018-01-31 00:00:01 UTC,
2/1/2018,1517443200,1026.19,1000176,1008759,2018-02-01 00:00:09 UTC,
2/2/2018,1517529600,917.47,894212,981133,2018-02-02 00:00:03 UTC,
2/3/2018,1517616000,970.87,946258,814497,2018-02-03 00:00:07 UTC,
2/4/2018,1517702400,827.59,806610,800865,2018-02-04 00:00:11 UTC,
2/5/2018,1517788800,695.08,677460,875761,2018-02-05 00:00:39 UTC,
2/6/2018,1517875200,785.01,765110,888219,2018-02-06 00:00:03 UTC,
2/7/2018,1517961600,751.81,732751,818625,2018-02-07 00:00:22 UTC,
2/8/2018,1518048000,813.55,792926,681344,2018-02-08 00:00:33 UTC,
2/9/2018,1518134400,877.88,855626,789807,2018-02-09 00:00:02 UTC,
2/10/2018,1518220800,850.75,829183,848390,2018-02-10 00:00:11 UTC,
2/11/2018,1518307200,811.24,790675,773496,2018-02-11 00:00:10 UTC,
2/12/2018,1518393600,865.27,843335,829081,2018-02-12 00:00:05 UTC,
2/13/2018,1518480000,840.98,819661,745761,2018-02-13 00:00:16 UTC,
2/14/2018,1518566400,920.11,896785,746384,2018-02-14 00:00:19 UTC,
2/15/2018,1518652800,927.95,904426,777318,2018-02-15 00:00:05 UTC,
2/16/2018,1518739200,938.02,914241,704758,2018-02-16 00:00:05 UTC,
2/17/2018,1518825600,974.77,950059,772079,2018-02-17 00:00:45 UTC,
2/18/2018,1518912000,913.9,890732,756092,2018-02-18 00:00:05 UTC,
2/19/2018,1518998400,939.79,915966,811384,2018-02-19 00:00:20 UTC,
2/20/2018,1519084800,885.52,863072,886897,2018-02-20 00:00:05 UTC,
2/21/2018,1519171200,840.1,818803,850504,2018-02-21 00:00:17 UTC,
2/22/2018,1519257600,804.63,784232,761893,2018-02-22 00:00:03 UTC,
2/23/2018,1519344000,854.7,833033,733084,2018-02-23 00:00:58 UTC,
2/24/2018,1519430400,833.49,812361,732861,2018-02-24 00:00:33 UTC,
2/25/2018,1519516800,840.28,818979,690582,2018-02-25 00:00:21 UTC,
2/26/2018,1519603200,867.62,845626,737453,2018-02-26 00:00:15 UTC,
2/27/2018,1519689600,871.58,849485,694583,2018-02-27 00:00:16 UTC,
2/28/2018,1519776000,851.5,829914,720368,2018-02-28 00:00:10 UTC,
3/1/2018,1519862400,869.87,847819,684404,2018-03-01 00:00:02 UTC,
3/2/2018,1519948800,855.6,833910,744666,2018-03-02 00:00:08 UTC,
3/3/2018,1520035200,855.65,833959,673465,2018-03-03 00:00:02 UTC,
3/4/2018,1520121600,864.83,842906,643241,2018-03-04 00:00:02 UTC,
3/5/2018,1520208000,849.42,827887,752756,2018-03-05 00:00:17 UTC,
3/6/2018,1520294400,815.69,795012,712591,2018-03-06 00:00:15 UTC,
3/7/2018,1520380800,751.13,732089,783757,2018-03-07 00:00:06 UTC,
3/8/2018,1520467200,698.83,681115,690139,2018-03-08 00:00:04 UTC,
3/9/2018,1520553600,726.92,708492,650058,2018-03-09 00:00:02 UTC,
3/10/2018,1520640000,682.3,665004,591377,2018-03-10 00:00:38 UTC,
3/11/2018,1520726400,720.36,702099,608899,2018-03-11 00:00:05 UTC,
3/12/2018,1520812800,697.02,679350,677908,2018-03-12 00:01:02 UTC,
3/13/2018,1520899200,689.96,672469,699093,2018-03-13 00:00:03 UTC,
3/14/2018,1520985600,613.15,597607,671198,2018-03-14 00:00:19 UTC,
3/15/2018,1521072000,610.56,595082,654531,2018-03-15 00:00:33 UTC,
3/16/2018,1521158400,600.53,585306,654584,2018-03-16 00:00:02 UTC,
3/17/2018,1521244800,549.79,535853,593333,2018-03-17 00:00:39 UTC,
3/18/2018,1521331200,537.38,523757,683964,2018-03-18 00:00:10 UTC,
3/19/2018,1521417600,555.55,541467,703891,2018-03-19 00:00:11 UTC,
3/20/2018,1521504000,557.57,543435,661791,2018-03-20 00:00:07 UTC,
3/21/2018,1521590400,559.91,545716,697872,2018-03-21 00:00:15 UTC,
3/22/2018,1521676800,539.89,526204,619453,2018-03-22 00:00:11 UTC,
3/23/2018,1521763200,543.83,530044,677103,2018-03-23 00:00:03 UTC,
3/24/2018,1521849600,520.16,506974,613203,2018-03-24 00:00:01 UTC,
3/25/2018,1521936000,523.01,509752,526372,2018-03-25 00:00:24 UTC,
3/26/2018,1522022400,486.25,473923,626615,2018-03-26 00:00:28 UTC,
3/27/2018,1522108800,448.78,437403,584055,2018-03-27 00:00:26 UTC,
3/28/2018,1522195200,445.93,434626,579858,2018-03-28 00:00:06 UTC,
3/29/2018,1522281600,383.9,374168,583673,2018-03-29 00:00:25 UTC,
3/30/2018,1522368000,393.82,383837,633616,2018-03-30 00:00:26 UTC,
3/31/2018,1522454400,394.07,384080,584396,2018-03-31 00:00:34 UTC,
4/1/2018,1522540800,378.85,369246,545141,2018-04-01 00:00:05 UTC,
4/2/2018,1522627200,384.68,374928,598558,2018-04-02 00:00:06 UTC,
4/3/2018,1522713600,415.93,405386,645924,2018-04-03 00:00:06 UTC,
4/4/2018,1522800000,378.65,369051,628441,2018-04-04 00:01:02 UTC,
4/5/2018,1522886400,381.36,371692,695871,2018-04-05 00:00:05 UTC,
4/6/2018,1522972800,370.35,360962,647981,2018-04-06 00:00:04 UTC,
4/7/2018,1523059200,384.98,375221,535865,2018-04-07 00:00:38 UTC,
4/8/2018,1523145600,400.72,390562,595733,2018-04-08 00:00:01 UTC,
4/9/2018,1523232000,399.02,388905,609799,2018-04-09 00:00:22 UTC,
4/10/2018,1523318400,415.65,405113,571388,2018-04-10 00:00:07 UTC,
4/11/2018,1523404800,430.42,419509,609102,2018-04-11 00:00:02 UTC,
4/12/2018,1523491200,493.95,481428,692606,2018-04-12 00:00:25 UTC,
4/13/2018,1523577600,494.96,482413,730344,2018-04-13 00:00:03 UTC,
4/14/2018,1523664000,502.79,490044,611188,2018-04-14 00:00:15 UTC,
4/15/2018,1523750400,534.15,520609,619985,2018-04-15 00:00:08 UTC,
4/16/2018,1523836800,511.67,498699,664402,2018-04-16 00:00:18 UTC,
4/17/2018,1523923200,503.03,490278,742823,2018-04-17 00:00:11 UTC,
4/18/2018,1524009600,525.78,512451,703293,2018-04-18 00:00:12 UTC,
4/19/2018,1524096000,567.25,552870,814318,2018-04-19 00:00:16 UTC,
4/20/2018,1524182400,617.16,601515,832220,2018-04-20 00:00:04 UTC,
4/21/2018,1524268800,605.17,589829,746104,2018-04-21 00:00:01 UTC,
4/22/2018,1524355200,621.33,605579,748858,2018-04-22 00:00:41 UTC,
4/23/2018,1524441600,644.13,627801,802941,2018-04-23 00:00:13 UTC,
4/24/2018,1524528000,703.35,685520,816286,2018-04-24 00:00:01 UTC,
4/25/2018,1524614400,617.73,602070,799014,2018-04-25 00:00:10 UTC,
4/26/2018,1524700800,661.45,644682,793873,2018-04-26 00:00:04 UTC,
4/27/2018,1524787200,643.33,627021,764479,2018-04-27 00:00:09 UTC,
4/28/2018,1524873600,683.02,665705,775321,2018-04-28 00:00:12 UTC,
4/29/2018,1524960000,689.31,671836,756651,2018-04-29 00:00:08 UTC,
4/30/2018,1525046400,670.04,653054,778133,2018-04-30 00:00:15 UTC,
5/1/2018,1525132800,670.81,653805,713839,2018-05-01 00:00:03 UTC,
5/2/2018,1525219200,686.74,669331,787722,2018-05-02 00:00:39 UTC,
5/3/2018,1525305600,777.62,757907,839586,2018-05-03 00:00:30 UTC,
5/4/2018,1525392000,784.21,764330,1000526,2018-05-04 00:00:12 UTC,
5/5/2018,1525478400,816.58,795880,789261,2018-05-05 00:00:02 UTC,
5/6/2018,1525564800,790.39,770353,691273,2018-05-06 00:00:01 UTC,
5/7/2018,1525651200,752.4,733327,789863,2018-05-07 00:00:02 UTC,
5/8/2018,1525737600,747.79,728833,820098,2018-05-08 00:00:15 UTC,
5/9/2018,1525824000,751.27,732225,831127,2018-05-09 00:00:06 UTC,
5/10/2018,1525910400,723.61,705266,854827,2018-05-10 00:00:33 UTC,
5/11/2018,1525996800,677.8,660618,826099,2018-05-11 00:00:05 UTC,
5/12/2018,1526083200,683.64,666310,788487,2018-05-12 00:00:09 UTC,
5/13/2018,1526169600,729.34,710851,762577,2018-05-13 00:00:15 UTC,
5/14/2018,1526256000,727.41,708970,801650,2018-05-14 00:00:06 UTC,
5/15/2018,1526342400,705.64,687752,779210,2018-05-15 00:00:30 UTC,
5/16/2018,1526428800,706.72,688805,807257,2018-05-16 00:00:07 UTC,
5/17/2018,1526515200,668.38,651436,835761,2018-05-17 00:00:24 UTC,
5/18/2018,1526601600,693.57,675988,831831,2018-05-18 00:00:11 UTC,
5/19/2018,1526688000,696.05,678405,846288,2018-05-19 00:00:11 UTC,
5/20/2018,1526774400,715.15,697021,777283,2018-05-20 00:00:32 UTC,
5/21/2018,1526860800,696.73,679068,802211,2018-05-21 00:00:02 UTC,
5/22/2018,1526947200,640.84,624595,822409,2018-05-22 00:00:13 UTC,
5/23/2018,1527033600,577.01,562383,833377,2018-05-23 00:00:24 UTC,
5/24/2018,1527120000,602.59,587314,811167,2018-05-24 00:00:07 UTC,
5/25/2018,1527206400,584.77,569946,800838,2018-05-25 00:00:15 UTC,
5/26/2018,1527292800,585.76,570911,761932,2018-05-26 00:00:15 UTC,
5/27/2018,1527379200,569.64,555200,776024,2018-05-27 00:00:06 UTC,
5/28/2018,1527465600,512.03,499050,861002,2018-05-28 00:00:07 UTC,
5/29/2018,1527552000,566.59,552227,812332,2018-05-29 00:00:29 UTC,
5/30/2018,1527638400,557.12,542997,817144,2018-05-30 00:00:33 UTC,
5/31/2018,1527724800,577.23,562597,832841,2018-05-31 00:00:07 UTC,
6/1/2018,1527811200,579.01,564332,758117,2018-06-01 00:00:29 UTC,
6/2/2018,1527897600,590.53,575560,768017,2018-06-02 00:00:01 UTC,
6/3/2018,1527984000,619.04,603347,809997,2018-06-03 00:00:13 UTC,
6/4/2018,1528070400,591.31,576320,807165,2018-06-04 00:00:02 UTC,
6/5/2018,1528156800,608.23,592811,780654,2018-06-05 00:00:17 UTC,
6/6/2018,1528243200,606.3,590930,754070,2018-06-06 00:00:11 UTC,
6/7/2018,1528329600,604.44,589117,775828,2018-06-07 00:00:25 UTC,
6/8/2018,1528416000,599.55,584351,720017,2018-06-08 00:00:22 UTC,
6/9/2018,1528502400,593.38,578338,769427,2018-06-09 00:00:06 UTC,
6/10/2018,1528588800,524.74,511438,771280,2018-06-10 00:00:01 UTC,
6/11/2018,1528675200,531.15,517685,768985,2018-06-11 00:00:23 UTC,
6/12/2018,1528761600,494.53,481994,770199,2018-06-12 00:00:12 UTC,
6/13/2018,1528848000,476.3,464226,797637,2018-06-13 00:00:05 UTC,
6/14/2018,1528934400,519.83,506652,765916,2018-06-14 00:00:07 UTC,
6/15/2018,1529020800,487.51,475152,763803,2018-06-15 00:00:05 UTC,
6/16/2018,1529107200,497.22,484615,639775,2018-06-16 00:00:09 UTC,
6/17/2018,1529193600,496.74,484148,648548,2018-06-17 00:00:06 UTC,
6/18/2018,1529280000,517.63,504508,695753,2018-06-18 00:00:13 UTC,
6/19/2018,1529366400,538.45,524800,778765,2018-06-19 00:00:01 UTC,
6/20/2018,1529452800,536.16,522568,803076,2018-06-20 00:00:01 UTC,
6/21/2018,1529539200,525.77,512442,752035,2018-06-21 00:00:21 UTC,
6/22/2018,1529625600,462.16,450444,770457,2018-06-22 00:00:02 UTC,
6/23/2018,1529712000,474.18,462159,675918,2018-06-23 00:00:34 UTC,
6/24/2018,1529798400,455.25,443709,671994,2018-06-24 00:00:19 UTC,
6/25/2018,1529884800,458.82,447189,837265,2018-06-25 00:00:16 UTC,
6/26/2018,1529971200,429.58,418690,732170,2018-06-26 00:00:10 UTC,
6/27/2018,1530057600,441.75,430552,771938,2018-06-27 00:00:14 UTC,
6/28/2018,1530144000,420.72,410055,744784,2018-06-28 00:00:07 UTC,
6/29/2018,1530230400,435.25,424216,735092,2018-06-29 00:00:02 UTC,
6/30/2018,1530316800,453.42,441926,632981,2018-06-30 00:00:16 UTC,
7/1/2018,1530403200,451.95,440493,622633,2018-07-01 00:00:05 UTC,
7/2/2018,1530489600,476.58,464499,489559,2018-07-02 00:00:09 UTC,
7/3/2018,1530576000,461.95,450239,573532,2018-07-03 00:00:03 UTC,
7/4/2018,1530662400,467.19,455347,447112,2018-07-04 00:00:24 UTC,
7/5/2018,1530748800,467.55,455698,527586,2018-07-05 00:00:05 UTC,
7/6/2018,1530835200,469.93,458017,459075,2018-07-06 00:00:28 UTC,
7/7/2018,1530921600,485.81,473495,484105,2018-07-07 00:00:21 UTC,
7/8/2018,1531008000,486.19,473865,631505,2018-07-08 00:00:13 UTC,
7/9/2018,1531094400,471.48,459528,651926,2018-07-09 00:00:02 UTC,
7/10/2018,1531180800,432.69,421721,691771,2018-07-10 00:00:16 UTC,
7/11/2018,1531267200,445.59,434294,643920,2018-07-11 00:00:10 UTC,
7/12/2018,1531353600,430.91,419986,566058,2018-07-12 00:00:05 UTC,
7/13/2018,1531440000,432.46,421497,563317,2018-07-13 00:00:01 UTC,
7/14/2018,1531526400,433.74,422745,508951,2018-07-14 00:00:09 UTC,
7/15/2018,1531612800,449.62,438222,453706,2018-07-15 00:00:47 UTC,
7/16/2018,1531699200,478.75,466614,703999,2018-07-16 00:00:05 UTC,
7/17/2018,1531785600,499.06,486409,701292,2018-07-17 00:00:09 UTC,
7/18/2018,1531872000,479.02,466877,746145,2018-07-18 00:00:32 UTC,
7/19/2018,1531958400,468.65,456770,734702,2018-07-19 00:00:29 UTC,
7/20/2018,1532044800,448.84,437462,671608,2018-07-20 00:00:07 UTC,
7/21/2018,1532131200,461.04,449353,620634,2018-07-21 00:00:10 UTC,
7/22/2018,1532217600,457.65,446048,675356,2018-07-22 00:00:12 UTC,
7/23/2018,1532304000,449.63,438232,758702,2018-07-23 00:00:05 UTC,
7/24/2018,1532390400,479.47,467315,784865,2018-07-24 00:00:21 UTC,
7/25/2018,1532476800,471.28,459333,787527,2018-07-25 00:00:06 UTC,
7/26/2018,1532563200,462.03,450317,725630,2018-07-26 00:00:05 UTC,
7/27/2018,1532649600,469.69,457783,788715,2018-07-27 00:00:08 UTC,
7/28/2018,1532736000,468.55,456672,704019,2018-07-28 00:00:37 UTC,
7/29/2018,1532822400,466.2,454382,716308,2018-07-29 00:00:21 UTC,
7/30/2018,1532908800,456.56,444986,757712,2018-07-30 00:00:31 UTC,
7/31/2018,1532995200,431.99,421039,745063,2018-07-31 00:00:21 UTC,
8/1/2018,1533081600,419.87,409226,757758,2018-08-01 00:00:17 UTC,
8/2/2018,1533168000,410.83,400415,779928,2018-08-02 00:00:17 UTC,
8/3/2018,1533254400,417.62,407033,753190,2018-08-03 00:00:10 UTC,
8/4/2018,1533340800,406.91,396595,720548,2018-08-04 00:00:03 UTC,
8/5/2018,1533427200,408.81,398447,704249,2018-08-05 00:00:02 UTC,
8/6/2018,1533513600,404.95,394684,699536,2018-08-06 00:00:04 UTC,
8/7/2018,1533600000,377.94,368359,636342,2018-08-07 00:00:07 UTC,
8/8/2018,1533686400,355.57,346556,565663,2018-08-08 00:00:35 UTC,
8/9/2018,1533772800,363.51,354295,538530,2018-08-09 00:00:02 UTC,
8/10/2018,1533859200,331.57,323165,613892,2018-08-10 00:00:16 UTC,
8/11/2018,1533945600,309.01,301177,657312,2018-08-11 00:00:34 UTC,
8/12/2018,1534032000,309.01,301177,641927,2018-08-12 00:00:14 UTC,
8/13/2018,1534118400,284.03,276830,694941,2018-08-13 00:00:04 UTC,
8/14/2018,1534204800,278.31,271255,690348,2018-08-14 00:00:10 UTC,
8/15/2018,1534291200,281.24,274111,648565,2018-08-15 00:00:13 UTC,
8/16/2018,1534377600,286.8,279530,716732,2018-08-16 00:00:02 UTC,
8/17/2018,1534464000,317.57,309520,607270,2018-08-17 00:00:08 UTC,
8/18/2018,1534550400,294.85,287375,627522,2018-08-18 00:00:08 UTC,
8/19/2018,1534636800,299.62,292025,599660,2018-08-19 00:00:10 UTC,
8/20/2018,1534723200,270.81,263945,663769,2018-08-20 00:00:07 UTC,
8/21/2018,1534809600,281.13,274003,605685,2018-08-21 00:00:10 UTC,
8/22/2018,1534896000,270.37,263516,594872,2018-08-22 00:00:16 UTC,
8/23/2018,1534982400,275.83,268838,599557,2018-08-23 00:00:18 UTC,
8/24/2018,1535068800,281.37,274237,596227,2018-08-24 00:00:10 UTC,
8/25/2018,1535155200,277.56,270524,577239,2018-08-25 00:00:11 UTC,
8/26/2018,1535241600,274.3,267346,574117,2018-08-26 00:00:06 UTC,
8/27/2018,1535328000,288.02,280719,645890,2018-08-27 00:00:16 UTC,
8/28/2018,1535414400,295.55,288058,613844,2018-08-28 00:00:01 UTC,
8/29/2018,1535500800,288.67,281352,546841,2018-08-29 00:00:03 UTC,
8/30/2018,1535587200,284.15,276947,592847,2018-08-30 00:00:29 UTC,
8/31/2018,1535673600,281.66,274520,577258,2018-08-31 00:00:02 UTC,
9/1/2018,1535760000,295.36,287873,656254,2018-09-01 00:00:13 UTC,
9/2/2018,1535846400,295.02,287541,620267,2018-09-02 00:00:26 UTC,
9/3/2018,1535932800,288.97,281645,631429,2018-09-03 00:00:01 UTC,
9/4/2018,1536019200,285.23,277999,589521,2018-09-04 00:00:07 UTC,
9/5/2018,1536105600,228.27,222483,626957,2018-09-05 00:00:09 UTC,
9/6/2018,1536192000,229.52,223702,588959,2018-09-06 00:00:16 UTC,
9/7/2018,1536278400,215.14,209686,582184,2018-09-07 00:01:18 UTC,
9/8/2018,1536364800,196.77,191782,543337,2018-09-08 00:00:01 UTC,
9/9/2018,1536451200,195.99,191022,565662,2018-09-09 00:00:27 UTC,
9/10/2018,1536537600,197.14,192142,561580,2018-09-10 00:00:18 UTC,
9/11/2018,1536624000,185.15,180456,557317,2018-09-11 00:00:08 UTC,
9/12/2018,1536710400,183.03,178390,570702,2018-09-12 00:00:23 UTC,
9/13/2018,1536796800,211.27,205914,555724,2018-09-13 00:00:03 UTC,
9/14/2018,1536883200,208.87,203575,514394,2018-09-14 00:00:15 UTC,
9/15/2018,1536969600,221.63,216012,479695,2018-09-15 00:00:01 UTC,
9/16/2018,1537056000,220.12,214540,458432,2018-09-16 00:00:19 UTC,
9/17/2018,1537142400,196.04,191070,553720,2018-09-17 00:00:14 UTC,
9/18/2018,1537228800,208.39,203107,500513,2018-09-18 00:00:55 UTC,
9/19/2018,1537315200,209.78,204462,507255,2018-09-19 00:00:04 UTC,
9/20/2018,1537401600,224.76,219062,498146,2018-09-20 00:00:05 UTC,
9/21/2018,1537488000,247.69,241411,544686,2018-09-21 00:00:31 UTC,
9/22/2018,1537574400,240.78,234676,470309,2018-09-22 00:00:07 UTC,
9/23/2018,1537660800,244.55,238351,468627,2018-09-23 00:00:05 UTC,
9/24/2018,1537747200,227.92,222142,480337,2018-09-24 00:00:16 UTC,
9/25/2018,1537833600,219.2,213643,519108,2018-09-25 00:00:05 UTC,
9/26/2018,1537920000,214.21,208780,493507,2018-09-26 00:00:03 UTC,
9/27/2018,1538006400,229.09,223283,504084,2018-09-27 00:00:14 UTC,
9/28/2018,1538092800,221.56,215943,500370,2018-09-28 00:00:07 UTC,
9/29/2018,1538179200,231.32,225456,434315,2018-09-29 00:00:07 UTC,
9/30/2018,1538265600,232.6,226704,479351,2018-09-30 00:00:26 UTC,
10/1/2018,1538352000,230.89,225037,476308,2018-10-01 00:00:12 UTC,
10/2/2018,1538438400,225.41,219696,490262,2018-10-02 00:00:02 UTC,
10/3/2018,1538524800,219.97,214394,559006,2018-10-03 00:00:03 UTC,
10/4/2018,1538611200,221.76,216138,559181,2018-10-04 00:00:01 UTC,
10/5/2018,1538697600,227.9,222123,595361,2018-10-05 00:00:10 UTC,
10/6/2018,1538784000,224.62,218926,596865,2018-10-06 00:00:09 UTC,
10/7/2018,1538870400,225.65,219930,497767,2018-10-07 00:00:03 UTC,
10/8/2018,1538956800,229.33,223516,542842,2018-10-08 00:00:15 UTC,
10/9/2018,1539043200,227.49,221723,537028,2018-10-09 00:00:07 UTC,
10/10/2018,1539129600,225.26,219550,516772,2018-10-10 00:00:01 UTC,
10/11/2018,1539216000,189.83,185018,570525,2018-10-11 00:00:03 UTC,
10/12/2018,1539302400,195.97,191002,562140,2018-10-12 00:00:10 UTC,
10/13/2018,1539388800,199.45,194394,541797,2018-10-13 00:00:28 UTC,
10/14/2018,1539475200,194.99,190047,511719,2018-10-14 00:00:09 UTC,
10/15/2018,1539561600,210.8,205456,562040,2018-10-15 00:00:11 UTC,
10/16/2018,1539648000,210.22,204891,575433,2018-10-16 00:00:08 UTC,
10/17/2018,1539734400,207.6,202337,580342,2018-10-17 00:00:09 UTC,
10/18/2018,1539820800,202.49,197357,565791,2018-10-18 00:00:02 UTC,
10/19/2018,1539907200,202.86,197717,601119,2018-10-19 00:00:02 UTC,
10/20/2018,1539993600,205.08,199881,534080,2018-10-20 00:00:25 UTC,
10/21/2018,1540080000,204.77,199579,508014,2018-10-21 00:00:11 UTC,
10/22/2018,1540166400,203.6,198439,577314,2018-10-22 00:00:20 UTC,
10/23/2018,1540252800,203.7,198536,556231,2018-10-23 00:00:07 UTC,
10/24/2018,1540339200,202.92,197776,532747,2018-10-24 00:00:03 UTC,
10/25/2018,1540425600,201.23,196129,537198,2018-10-25 00:00:43 UTC,
10/26/2018,1540512000,203.37,198215,551218,2018-10-26 00:00:03 UTC,
10/27/2018,1540598400,202.79,197649,499165,2018-10-27 00:00:22 UTC,
10/28/2018,1540684800,203.72,198556,509862,2018-10-28 00:00:02 UTC,
10/29/2018,1540771200,195.67,190710,614695,2018-10-29 00:00:06 UTC,
10/30/2018,1540857600,196.19,191217,608397,2018-10-30 00:00:11 UTC,
10/31/2018,1540944000,197.85,192834,585707,2018-10-31 00:00:01 UTC,
11/1/2018,1541030400,198.73,193692,589096,2018-11-01 00:00:20 UTC,
11/2/2018,1541116800,201.02,195924,548548,2018-11-02 00:00:27 UTC,
11/3/2018,1541203200,199.47,194413,505001,2018-11-03 00:00:04 UTC,
11/4/2018,1541289600,211.3,205944,510848,2018-11-04 00:00:12 UTC,
11/5/2018,1541376000,209.7,204384,582354,2018-11-05 00:00:37 UTC,
11/6/2018,1541462400,219.56,213994,597166,2018-11-06 00:00:28 UTC,
11/7/2018,1541548800,217.99,212464,564602,2018-11-07 00:00:02 UTC,
11/8/2018,1541635200,211.29,205934,555392,2018-11-08 00:00:41 UTC,
11/9/2018,1541721600,209.39,204082,547848,2018-11-09 00:00:23 UTC,
