date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),medianTxValue(USD),activeAddresses,paymentCount,blockCount
2018-03-26,230514613.006,9441,4924692196.12,6.53,553672000.0,2232.92972703,6424,9441,
2018-03-27,175511890.482,9195,4458377388.16,5.9,877542976.0,2293.507,5996,9195,
2018-03-28,176353412.327,8237,4454001914.31,5.88,616041984.0,1475.88,5790,8237,
2018-03-29,199072330.362,8054,4787130057.65,6.31,626902976.0,1442.595355,5538,8054,
2018-03-30,177142478.769,10311,4592963250.65,6.03,506609984.0,853.0012674,7745,10311,
2018-03-31,147134085.256,5884,4665802353.77,6.11,224212992.0,1408.13461465,4312,5884,
2018-04-01,140905829.363,6282,4595550408.13,6.0,401303008.0,1868.8355301,4288,6282,
2018-04-02,118595080.575,6659,4357040610.93,5.68,314995008.0,1243.92,4814,6659,
2018-04-03,133197056.946,6896,4542905375.74,5.9,306368992.0,994.863284099,5124,6896,
2018-04-04,104785469.413,6050,4716884556.67,6.11,260820000.0,972.065309413,4488,6050,
2018-04-05,109379808.699,7476,4425649361.17,5.72,542464000.0,1428.2423391,5376,7476,
2018-04-06,208097699.318,11742,4931373160.03,6.36,451440992.0,1265.64,9108,11742,
2018-04-07,109136974.135,7095,4570743631.43,5.88,220028000.0,1293.37159552,5132,7095,
2018-04-08,127985163.766,14504,4608971055.56,5.9,166915008.0,751.78619392,12486,14504,
2018-04-09,170412131.519,13272,4682982539.28,5.98,226564992.0,1149.58826166,10358,13272,
2018-04-10,198680917.511,11640,4614127446.74,5.88,225494000.0,1699.32,8610,11640,
2018-04-11,630325512.789,25756,4719570337.81,6.0,1818530048.0,1741.0782189,16378,25756,
2018-04-12,850133368.834,37730,6705092651.09,8.5,1717360000.0,2126.7,26798,37730,
2018-04-13,557468269.002,27613,6891953300.93,8.71,936742976.0,1231.21076,20028,27613,
2018-04-14,811995956.603,36260,6939070493.17,8.75,811486976.0,874.125,26192,36260,
2018-04-15,550287208.145,26791,6860105540.24,8.63,861262976.0,862.999999137,20751,26791,
2018-04-16,363872633.269,12991,6702521378.86,8.39,455204000.0,855.78,9617,12991,
2018-04-17,237343947.078,12368,6506499400.84,8.13,798768000.0,1401.46458928,8236,12368,
2018-04-18,210214737.959,9407,6809426268.44,8.49,518188992.0,1305.852843,6521,9407,
2018-04-19,241797618.095,9865,7258026391.05,9.02,554115968.0,1547.73147048,6850,9865,
2018-04-20,568481335.017,14315,7670716387.7,9.51,1512339968.0,1817.7114435,9682,14315,
2018-04-21,529833636.548,11641,9366852953.38,11.58,1142259968.0,2214.681948,8110,11641,
2018-04-22,335202985.699,11477,8972265328.87,11.07,1001900032.0,1910.26747201,7913,11477,
2018-04-23,379101104.528,10239,9206057492.74,11.33,662115968.0,1356.3164527,8003,10239,
2018-04-24,546556352.994,23527,9555272838.34,11.73,3223780096.0,1550.7911598,15996,23527,
2018-04-25,517453660.085,17551,12333916594.9,15.1,3005040128.0,2448.012,12758,17551,
2018-04-26,543377565.859,13373,11814165223.2,14.43,1566850048.0,2164.5,9773,13373,
2018-04-27,602981523.308,15945,12697852550.1,15.47,2486409984.0,2311.53454822,11797,15945,
2018-04-28,612534449.474,21861,13729365061.4,16.69,2728300032.0,1891.5798917,16798,21861,
2018-04-29,2030260439.82,29523,15575080761.4,18.88,4870720000.0,2832.0,20512,29523,
2018-04-30,1090941816.01,23260,17893409761.7,21.64,4073370112.0,3539.94310386,15934,23260,
2018-05-01,577347664.083,15329,14650265425.3,17.67,3330129920.0,2297.1,11211,15329,
2018-05-02,592407768.906,14521,15728499997.8,18.93,2410370048.0,1906.251,10956,14521,
2018-05-03,1874543035.11,20461,16048212223.6,19.27,2266540032.0,2335.03592289,14809,20461,
2018-05-04,456290958.542,15618,14787162293.3,17.71,1749309952.0,2100.28867036,11340,15618,
2018-05-05,396950738.394,14491,14342679348.5,17.14,1614729984.0,1714.0,10868,14491,
2018-05-06,431359227.51,12570,14885286045.2,17.74,1434829952.0,2212.23308847,9379,12570,
2018-05-07,574524849.721,13998,14859803709.3,17.67,2000850048.0,2703.51,10010,13998,
2018-05-08,610945225.35,15059,15153231246.1,17.98,1449939968.0,1986.7736382,11679,15059,
2018-05-09,604111678.993,18745,15328765830.2,18.12,1199539968.0,1902.6,14157,18745,
2018-05-10,698626020.167,21771,15242025611.8,17.97,1287810048.0,1831.8618,16650,21771,
2018-05-11,983639901.232,19949,14846999618.1,17.46,2919820032.0,3492.0,13859,19949,
2018-05-12,1350601125.37,19296,12769386456.8,14.98,3091069952.0,3314.3117394,12169,19296,
2018-05-13,567244364.672,13973,12158236921.1,14.23,1589949952.0,1768.6337507,9775,13973,
2018-05-14,673738104.281,17905,12789917057.5,14.93,1702960000.0,2530.635,12469,17905,
2018-05-15,663393431.424,15596,12064861638.2,14.05,1371869952.0,2327.18061977,11295,15596,
2018-05-16,479332574.901,28139,11128450098.1,12.93,1534140032.0,827.52,23681,28139,
2018-05-17,482822166.024,16514,11105293037.0,12.87,1644329984.0,1274.13,12201,16514,
2018-05-18,552018331.137,17754,10703520512.9,12.37,1343680000.0,436.823636059,14163,17754,
2018-05-19,270806389.411,10397,11301547929.9,13.04,1018750016.0,1429.51087655,8000,10397,
2018-05-20,360337407.164,14387,11440235253.8,13.17,1228359936.0,1744.38283923,10602,14387,
2018-05-21,447527477.289,16068,12221800434.0,14.03,1063000000.0,1931.10785702,11932,16068,
2018-05-22,566459144.825,13283,11799688671.3,13.52,991158976.0,1962.1381312,10045,13283,
2018-05-23,532505865.874,17371,10796222473.0,12.33,1591750016.0,1759.86089988,12970,17371,
2018-05-24,684237849.995,19888,9578905698.29,10.92,2161890048.0,1852.90434425,15469,19888,
2018-05-25,450227972.33,24317,11259988763.8,12.81,1624390016.0,1637.6304,18594,24317,
2018-05-26,465078240.256,21424,10815611614.9,12.27,1085629952.0,1239.27,18347,21424,
2018-05-27,733344984.725,17421,10854880939.1,12.29,939929024.0,1265.87,15032,17421,
2018-05-28,1319246286.8,30984,11075233443.9,12.5,1580160000.0,1516.54358731,25908,30984,
2018-05-29,929289719.612,37769,10390094610.3,11.7,1877299968.0,1753.83,31267,37769,
2018-05-30,1163797515.86,44229,10842179404.2,12.18,1269209984.0,1199.73,34369,44229,
2018-05-31,1157757824.44,57471,10673141719.6,11.97,1142809984.0,362.691,50224,57471,
2018-06-01,2276723319.07,18093,10985414895.6,12.29,1058150016.0,508.5390612,15457,18093,
2018-06-02,257282543.905,9204,11010822218.7,12.29,2884720128.0,325.015940573,7781,9204,
2018-06-03,,,13272700215.5,14.81,1631840000.0,,,,
2018-06-04,,,13080306451.9,14.6,1297159936.0,,,,
2018-06-05,,,12173223893.5,13.58,1445139968.0,,,,
2018-06-06,,,12768756146.5,14.25,1022289984.0,,,,
2018-06-07,,,12536529888.0,13.99,1017480000.0,,,,
2018-06-08,,,13056898100.8,14.57,1105590016.0,,,,1
2018-06-09,65954167.308,25103,12577477189.5,14.04,1175320064.0,140.4,163932,163931,13337
2018-06-10,1037.98422,12975,12578956320.7,14.04,2317139968.0,14.04,57,51,80482
2018-06-11,11199.138249,14362,10137637003.6,11.31,1570569984.0,11.31,197,223,172800
2018-06-12,16235.07963,10237,10352248346.3,11.55,1052700032.0,1.155,254,416,172800
2018-06-13,4120.21593,8200,9191323274.26,10.26,1266409984.0,0.1026,233,404,172682
2018-06-14,3571.761969,8898,9114082295.4,10.17,1409440000.0,0.1276335,246,324,172291
2018-06-15,10592.420254,117776,10117527766.0,11.29,936732992.0,0.1129,459,797,172503
2018-06-16,9111.38172,14462,9544620576.1,10.65,680969984.0,0.001065,283,1100,138696
2018-06-17,279346.836189,60225,9529445198.67,10.63,432120992.0,0.001063,346,3299,172750
2018-06-18,523896089.139,62825,9357371634.79,10.44,720630016.0,10.44,522,534,172792
2018-06-19,433789822.022,52127,9603947082.14,10.72,715926016.0,53.6,791,800,170453
2018-06-20,530486092.339,46448,9613469306.48,10.73,852286976.0,1287.6,1506,1744,172746
2018-06-21,327718578.344,22361,9348184717.96,10.43,662139008.0,104.3,1172,1608,172604
2018-06-22,224619067.341,115952,9335203581.23,10.42,1258310016.0,1042.0,1066,2581,172771
2018-06-23,238935064.152,13605,7769967161.86,8.67,709977024.0,1231.14,1089,1926,172728
2018-06-24,57475824.6598,11904,7581593388.57,8.46,1397600000.0,795.24,1216,2199,172653
2018-06-25,208869761.779,112690,7235805663.07,8.07,905011968.0,393.947541,1430,2876,172778
2018-06-26,97351774.6559,66819,7397857966.35,8.26,629339008.0,518.211337,1341,2916,172762
2018-06-27,93155062.5384,280735,6704738011.93,7.48,716035968.0,374.0,1728,4228,172602
2018-06-28,442035939.876,144743,7181279208.11,8.01,724915008.0,364.824261,2232,5304,172629
2018-06-29,25396521.3113,215778,6694799611.62,7.47,802745984.0,298.484019,1855,4414,172705
2018-06-30,149229583.994,115583,6940309304.41,7.74,832537984.0,215.767206,1725,4184,172348
2018-07-01,34393192.1941,137605,7304498748.3,8.15,621643008.0,143.44,2125,5485,172641
2018-07-02,80698652.8853,136374,7292187021.43,8.14,1024129984.0,260.48,3598,8820,172661
2018-07-03,367355792.985,154296,7986778472.69,8.91,1006099968.0,406.9878615,6495,15278,172423
2018-07-04,86784379.7551,121373,7926676527.44,8.85,935387008.0,447.952485,4290,9309,172721
2018-07-05,180269128.84,132903,7953877599.16,8.88,958548992.0,427.000128,4318,10324,172715
2018-07-06,149232024.547,164583,7974756486.01,8.9,604649984.0,355.11,4503,10083,172415
2018-07-07,106251198.763,132155,7771778152.53,8.67,490260992.0,211.771686,3404,7329,170416
2018-07-08,117476094.962,148823,8105814018.09,9.04,491667008.0,350.176152,2577,4867,170154
2018-07-09,66518537.775,124232,7800990302.88,8.71,707878016.0,448.889012,2861,5490,172762
2018-07-10,64185777.6701,607513,6941401820.56,7.75,707110016.0,644.270675,2551,5207,172610
2018-07-11,158411186.479,676522,6458982246.0,7.21,599606976.0,657.4254645,2646,5162,172041
2018-07-12,94097809.8847,353890,6422020856.37,7.17,597379968.0,179.25,2948,5718,172778
2018-07-13,76244885.4214,936254,6188994292.0,6.91,586718016.0,0.000691,66769,71921,172417
2018-07-14,100781361.25,2262137,6236709698.61,6.96,396983008.0,69.6,3854,6846,170900
2018-07-15,137337562.808,3235261,6258234111.16,6.98,501440000.0,62.82,5086,9029,171027
2018-07-16,261566163.584,2207468,6627540421.01,7.4,716972032.0,74.0,5848,12144,171175
2018-07-17,92287149.5752,6321479,7228384569.57,8.07,847793984.0,20.175,7009,13040,164498
2018-07-18,85008072.3754,6742775,7861001883.93,8.77,929459008.0,0.000877,12274,20206,168334
2018-07-19,510843579.318,8307320,7689320056.26,8.58,852908992.0,66.07887,5011,9493,163750
2018-07-20,191725694.743,5766056,7524654200.35,8.4,810102976.0,0.81396,9507,17413,168419
2018-07-21,56083295.3229,7025941,7075781759.43,7.9,551660032.0,0.79,6805,19187,170205
2018-07-22,53707107.7001,7545182,7183798295.8,8.02,497159008.0,8.24055,5393,10545,169867
2018-07-23,79164683.5537,7166509,7058034135.99,7.88,630787008.0,0.000788,19249,28757,170213
2018-07-24,350678149.433,6941005,7145990573.58,7.97,1007480000.0,0.000797,13417,20726,171849
2018-07-25,97454560.8288,7274451,7669966968.93,8.56,835307008.0,0.856,9637,15234,170390
2018-07-26,71415602.2122,7077989,7636827164.29,8.52,644028992.0,0.000852,31975,42982,168620
2018-07-27,73398070.4619,3698243,7448410215.12,8.31,694945984.0,0.000831,86939,92324,171699
2018-07-28,76570500.4594,5653858,7557037212.5,8.43,527104000.0,0.000843,71139,77620,171606
2018-07-29,34595288.073,8416821,7478152436.0,8.34,615336000.0,0.000834,7281,10916,170963
2018-07-30,126230798.153,8083187,7472847923.61,8.34,849398000.0,4.347642,4174,10251,170039
2018-07-31,68393450.3058,7271418,7043731608.83,7.77,708842000.0,0.000777,14166,19772,170142
2018-08-01,50425711.6091,7661172,6665673606.48,7.36,699077000.0,0.000736,10796,16676,170708
2018-08-02,203854767.625,8216194,6557748174.03,7.24,559363000.0,0.000724,28846,38622,168679
2018-08-03,39000821.2889,8361138,6391557069.06,7.05,521404000.0,0.000705,28265,35364,162113
2018-08-04,42863960.7475,7215324,6521576345.41,7.2,465467000.0,0.00072,67031,86935,168018
2018-08-05,89511936.2277,3364039,6339914984.56,7.0,481289000.0,0.0007,64403,78604,170414
2018-08-06,50950606.9636,5985614,6399873307.64,7.06,477949000.0,0.000706,40912,77157,170405
2018-08-07,55602082.5097,7390761,6396299839.4,7.06,572786000.0,0.000706,12504,17222,171412
2018-08-08,266709172.782,6763662,5986236007.19,6.6,885000000.0,0.78408,9791,17844,171604
2018-08-09,61311407.3761,7358344,5086059957.91,5.61,711726000.0,17.8959,5017,11393,172136
2018-08-10,76892621.05,6806950,5252916633.45,5.8,771704000.0,0.00058,58708,65693,169937
2018-08-11,55043207.0982,7337851,4782267183.49,5.28,651458000.0,0.000528,33862,50919,166506
2018-08-12,28798178.5477,7666177,4562197971.17,5.03,602163000.0,0.000503,74243,86156,163082
2018-08-13,62559316.7713,8690481,4543796443.16,5.01,666517000.0,38.7175305,3658,10220,165454
2018-08-14,63139672.6159,8476219,4188205399.61,4.62,588931000.0,4.62,6561,13608,169339
2018-08-15,52066113.7679,7608511,4219652774.75,4.66,692546000.0,0.000466,12016,18003,168596
2018-08-16,50041645.0103,3237240,4208112472.99,4.64,654120000.0,46.4,2177,8218,171942
2018-08-17,80596257.0758,2915765,4093224526.93,4.52,1009130000.0,41.358,2590,11235,172330
2018-08-18,44323600.3967,4696460,5022094286.21,5.54,824713000.0,0.000554,83278,100930,172062
2018-08-19,47372096.6834,7962129,4618899427.57,5.1,659969000.0,0.49266,7257,20457,171033
2018-08-20,51382345.8672,7622641,4803775189.75,5.3,560766000.0,5.3,5185,23050,171153
2018-08-21,271488915.004,6517547,4288756882.83,4.73,412303000.0,0.000473,116996,214207,171708
2018-08-22,79800916.6467,2436206,4453076192.67,4.91,571812000.0,0.000491,78716,161645,172630
2018-08-23,94847794.8701,6802492,4286208331.64,4.73,442313000.0,4.73,22113,75509,171652
2018-08-24,56086154.9604,6909588,4450121710.26,4.91,616336000.0,4.9591,11184,90991,171985
2018-08-25,40715288.2462,6723153,4583030542.61,5.06,356801000.0,5.06,16679,107432,171923
2018-08-26,36500108.3934,2606978,4571489234.33,5.04,361901000.0,5.04,13959,63036,172323
2018-08-27,62478407.3814,5774005,4483369082.6,4.95,552155000.0,4.95,4637,99888,171720
2018-08-28,80690425.3825,5646995,4852314761.07,5.35,622686000.0,5.35,4317,91757,171709
2018-08-29,114358541.46,5336603,5349397303.02,5.9,955876000.0,5.9,7011,115401,172064
2018-08-30,95307843.0827,4498038,5544851808.49,6.12,744458000.0,6.12,18460,100343,171291
2018-08-31,122402180.296,3452900,5489206252.34,6.06,899621000.0,6.06,16176,164087,171206
2018-09-01,69852528.9221,4347621,5839707983.22,6.44,746530000.0,9.66,4856,129681,170917
2018-09-02,88762093.9856,4210544,6025772150.52,6.65,903575000.0,6.65,4102,135555,171124
2018-09-03,173578712.777,4380445,6013514839.28,6.64,720704000.0,6.64,4383,128057,171103
2018-09-04,178570978.136,4774481,5850079184.74,6.46,765275000.0,6.46,25927,146044,170553
2018-09-05,141146897.161,5048297,5871714616.55,6.48,1009270000.0,6.48,58163,186341,171166
2018-09-06,127437519.951,904307,4720374699.54,5.21,844070000.0,5.21,69933,210500,171337
2018-09-07,136419466.697,5077661,4744001223.52,5.23,651853000.0,5.23,54316,194347,168901
2018-09-08,44690175.6754,3157655,4624675642.5,5.1,531005000.0,5.1,33266,180169,172393
2018-09-09,56210751.2998,5914083,4311834621.97,4.76,621964000.0,4.76,16823,117675,158109
2018-09-10,96006053.3909,4810318,4518529255.75,4.99,536130000.0,4.99,6520,125234,161229
2018-09-11,44661495.0787,1208067,4598233297.14,5.07,582087000.0,5.07,7150,162237,170573
2018-09-12,37006855.42,734139,4530097367.41,5.0,707279000.0,5.0,5763,153584,170838
2018-09-13,118624180.983,622992,4493191135.85,4.96,718438000.0,4.96,10251,178337,172613
2018-09-14,83764486.1142,617567,4912659411.81,5.42,606576000.0,1.355,47357,170196,172473
2018-09-15,42967257.511,803841,4758949882.36,5.25,508734000.0,10.5,7806,203943,172449
2018-09-16,47260514.7084,714053,4874897078.06,5.38,477706000.0,5.38,25883,199730,172588
2018-09-17,83312929.0405,824640,4919381379.71,5.43,696413000.0,5.43,39668,217620,172563
2018-09-18,71694975.5466,966691,4404446267.61,4.86,658606000.0,2.43,45052,249505,172570
2018-09-19,56798826.9109,991468,4584855025.7,5.06,622045000.0,2.53,19226,280399,172689
2018-09-20,75118655.8101,970782,4761268175.3,5.25,703866000.0,2.2575,25527,295495,172791
2018-09-21,138784524.433,1107299,5212555870.28,5.75,1088760000.0,0.71875,97600,406033,172676
2018-09-22,74515486.7615,1129399,5600717605.16,6.18,669024000.0,0.927,93554,373066,172793
2018-09-23,223945841.605,1152974,5392722745.0,5.95,686260000.0,1.4875,16635,308543,172653
2018-09-24,37987463.8478,1052409,5458246565.86,6.02,654906000.0,0.602,36774,446690,172792
2018-09-25,99355826.4344,1197153,5149299716.45,5.68,891486000.0,1.136,87564,344606,172728
2018-09-26,46460416.2113,1130715,4889061779.26,5.39,683187000.0,2.156,20347,281724,172759
2018-09-27,57211436.3364,903215,5035320417.18,5.56,753645000.0,3.684612,17118,302093,172515
2018-09-28,96281102.4835,909954,5283445662.0,5.83,840105000.0,4.664,19690,311724,172690
2018-09-29,75234697.5197,1131483,5223714670.0,5.76,678214000.0,4.608,13538,344553,172772
2018-09-30,110893317.64,1288261,5219241811.8,5.76,828008000.0,1.728,26260,352066,172793
2018-10-01,63690010.8036,1416553,5198765742.0,5.74,695608000.0,1.435,36951,372509,172788
2018-10-02,47042344.5907,1883906,5198652212.49,5.74,564671000.0,0.7175,75943,507607,172793
2018-10-03,57454858.2509,1377687,5082325354.52,5.61,595740000.0,0.70125,99742,406992,172800
2018-10-04,52165132.031,1472277,5099873750.2,5.63,613679000.0,1.4075,72562,384275,172772
2018-10-05,55295052.3758,1461405,5248360387.57,5.79,554553000.0,0.579,135802,461164,172728
2018-10-06,38995259.9185,1668258,5264659282.61,5.81,486075000.0,0.581,210680,643966,172798
2018-10-07,33683382.9981,2118245,5191991182.09,5.73,525930000.0,0.573,50548,558341,172684
2018-10-08,176306101.26,1876704,5232086810.84,5.77,627571000.0,1.4425,19103,506036,172689
2018-10-09,67797114.5067,2210207,5364753229.16,5.92,538883000.0,0.9472,96145,509187,172784
2018-10-10,120929142.785,2020724,5337692964.05,5.89,533169000.0,1.4725,83520,538653,172290
2018-10-11,143145255.043,1978872,5325857628.0,5.88,758737000.0,1.47,52656,536901,172779
2018-10-12,70216027.2647,2330469,4567078604.43,5.04,525307000.0,1.26,56909,644295,172667
2018-10-13,72891992.636,2503586,4697845882.19,5.18,362609000.0,1.295,21365,686748,172721
2018-10-14,53816032.8689,1986067,4755292940.72,5.25,372903000.0,1.3125,13658,537772,172731
2018-10-15,138605872.686,1177049,4677105339.33,5.16,918475000.0,5.16,18320,445022,172762
2018-10-16,127193034.655,1804756,4963475389.37,5.48,425119000.0,5.48,7988,576833,172195
2018-10-17,87915530.6428,2592855,4940797875.7,5.45,401459000.0,2.725,20645,773723,172736
2018-10-18,56287619.2022,3525566,4916108533.63,5.42,440484000.0,1.355,45928,1086303,172726
2018-10-19,79378588.4422,4329330,4860873150.57,5.36,378435000.0,2.220112,45519,1294139,172586
2018-10-20,99866668.5592,3739906,4841502753.33,5.34,366171000.0,1.335,129278,1421357,172101
2018-10-21,126642322.097,3708033,4869274830.53,5.37,443995000.0,2.148,99432,1368168,172567
2018-10-22,105359923.274,3535491,4905529094.29,5.41,348657000.0,2.705,30231,1099906,172574
2018-10-23,72518468.3912,3611763,4874438304.02,5.38,329169000.0,2.152,35836,1155195,172537
2018-10-24,78940492.5191,4709716,4902667617.59,5.41,312068000.0,2.705,36190,1151157,172641
2018-10-25,68636050.1069,3771273,4879130590.97,5.38,291321000.0,2.152,36792,1229717,172692
2018-10-26,79184604.7795,4684824,4863674144.38,5.37,355795000.0,2.685,29098,1251572,172667
2018-10-27,71423406.8687,4521588,4886231902.31,5.39,415957000.0,2.695,19065,1266829,172509
2018-10-28,107047839.77,4113596,4889424728.29,5.4,382333000.0,2.22858,22376,1283396,172548
2018-10-29,98306551.5026,4019134,4899178016.83,5.41,578423000.0,2.705,29687,1284114,172691
2018-10-30,91053903.9123,3836278,4663357800.69,5.15,562212000.0,5.15,33103,1228695,172455
2018-10-31,168415546.137,4486620,4654767571.77,5.14,646592000.0,3.084,37861,1358372,172573
2018-11-01,89732892.1778,4690224,4709788143.86,5.2,560423000.0,2.6,43689,1399456,172652
2018-11-02,127912023.57,4898734,4781010548.24,5.28,668222000.0,5.28,42017,1478286,172392
2018-11-03,76263894.3766,4328028,4861672664.11,5.36,624348000.0,4.963896,46976,1335715,172519
2018-11-04,137188091.215,3995996,4811552328.52,5.31,736521000.0,5.31,81696,1231874,172441
2018-11-05,122121443.074,4392188,4928188915.6,5.44,681390000.0,5.44,32931,1148363,171916
2018-11-06,334401242.145,4240665,4931104332.73,5.48,776546000.0,5.48,30052,1182326,172050
2018-11-07,160979825.558,4047880,5192398511.05,5.73,719042000.0,5.73,30164,1077015,171945
2018-11-08,166628690.902,4525805,5115766804.25,5.64,655039000.0,5.64,26258,1180132,171201
2018-11-09,137838137.562,7101094,4986923702.04,5.5,719946000.0,5.5,94486,1995179,169747
2018-11-10,118594854.197,7305228,4877118984.31,5.38,595931000.0,5.38,46490,1947598,171366
2018-11-11,129215316.116,7995091,4906201814.28,5.41,729699000.0,5.41,31077,2090138,171693
2018-11-12,120721953.014,7319390,4941020651.69,5.45,606714000.0,5.45,38398,1914749,172236
2018-11-13,133551469.931,7018913,4890364463.29,5.4,766307000.0,5.4,65118,1815306,172318
2018-11-14,283812084.62,5404547,4726276724.25,5.22,1244140000.0,10.44,40283,1594857,172548
2018-11-15,155911359.503,4450275,4203300734.06,4.64,1265280000.0,6.032,18860,1456938,172522
2018-11-16,484313295.933,5220367,4247963619.15,4.69,923308000.0,4.69,41471,1655422,172457
2018-11-17,102113493.144,5616736,4125914597.66,4.55,773374000.0,4.55,44614,1787751,172374
2018-11-18,133358333.358,5161205,4148224406.47,4.58,750443000.0,4.58,38216,1720697,172111
2018-11-19,204315098.616,6287736,4171792781.62,4.6,1193950000.0,2.3,63327,1967765,172312
2018-11-20,163936056.763,7747554,3685872521.27,4.07,1305960000.0,2.035,37708,2430883,172144
2018-11-21,200640301.505,7784163,3390255231.09,3.74,965961000.0,1.496,25916,2429740,171165
2018-11-22,112573990.197,8130565,3457238762.67,3.81,694359000.0,1.905,26461,2433807,171299
2018-11-23,116933232.767,7235145,3190337256.09,3.52,891425000.0,1.408,24608,2215204,170942
2018-11-24,141934285.882,7107485,3272939796.94,3.61,796038000.0,1.805,92951,1986957,171819
2018-11-25,202104735.825,7031162,2963492303.25,3.27,1057330000.0,1.635,80873,2047185,171942
2018-11-26,185135904.635,7138162,3039539427.37,3.35,984528000.0,2.68,51496,2057557,171711
2018-11-27,132207969.52,6244985,2882021162.46,3.18,957723000.0,3.908538,81197,1851421,170970
2018-11-28,86818783.9727,6456131,2745395287.97,3.03,860148000.0,1.515,241833,1955090,171400
2018-11-29,131315060.126,6933188,2983373238.65,3.29,896394060.0,0.987,102262,1955140,172252
2018-11-30,137123960.325,6156265,2748687634.26,3.03,887904092.0,0.909,86486,1816140,172160
2018-12-01,57632179.9426,5821806,2616613776.64,2.89,814784417.0,0.867,62317,1705682,172080
2018-12-02,98253499.3987,6436551,2672838927.4,2.95,740214948.0,1.475,35069,1942328,170342
2018-12-03,111366589.414,6439910,2586379111.04,2.85,798359633.0,1.425,63794,1919143,171893
2018-12-04,104712142.759,6631478,2342803013.24,2.59,770915653.0,2.59,96935,1979189,171970
2018-12-05,110121403.152,6975558,2224692206.62,2.46,843118459.0,3.61128,32591,1961328,172343
2018-12-06,111260824.564,6600769,1991591918.82,2.2,771704763.0,3.08,147794,1915150,172135
2018-12-07,155892834.702,6442157,1688701110.76,1.86,937285229.0,1.86,30387,1903225,171225
2018-12-08,95778469.7238,6621969,1579975298.9,1.74,847786798.0,1.74,43588,2032537,171827
